Additional Order items,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Segment,Customer State,Customer Zipcode,Market,Order Customer Id,Order Date,Order Id,Order Region,Order Item Total,Order Quantity,Product Price,Profit Margin,Profit Per Order,Sales
Girls' Apparel,Girls' Apparel,Glendale,United States,Mary,2999,Consumer,AZ,85301,USCA,2999,08-02-2016,39726,East of USA,72.75,3,25,7.80%,5.820000172,75
Women's Apparel,Women's Apparel,Albuquerque,United States,Mary,31,Consumer,NM,87111,USCA,31,22-08-2016,41081,East of USA,145.5,3,50,7.30%,10.90999985,150
Cardio Equipment,Cardio Equipment,Fort Worth,United States,Mary,5168,Consumer,TX,76116,USCA,5168,04-10-2016,31856,West of USA,290.9700012,3,99.98999786,-164.90%,-494.6499939,769
Indoor/Outdoor Games,Indoor/Outdoor Games,Washington,United States,Richard,3539,Consumer,DC,20011,USCA,3539,08-07-2016,40036,East of USA,143.9400024,3,49.97999954,27.80%,41.74000168,149.9400024
Golf Balls,Golf Balls,Modesto,United States,Zachary,11595,Consumer,CA,95355,USCA,11595,14-06-2016,36356,South of  USA,57.5699997,3,19.98999977,10.90%,6.510000229,59.97000122
Indoor/Outdoor Games,Indoor/Outdoor Games,Irving,United States,Mary,10641,Consumer,TX,75060,USCA,10641,28-04-2016,33116,US Center,143.9400024,3,49.97999954,28.80%,43.18000031,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Brooklyn,United States,Mary,440,Consumer,NY,11203,USCA,440,14-04-2016,32171,South of  USA,142.4400024,3,49.97999954,30.90%,46.29000092,149.9400024
Cleats,Cleats,Union City,United States,George,373,Consumer,NJ,7087,USCA,373,07-09-2016,38021,West of USA,170.9700012,3,59.99000168,10.70%,19.3199997,179.9700012
Golf Balls,Golf Balls,Troy,United States,Mary,9182,Consumer,MI,48098,USCA,9182,31-05-2016,35396,US Center,56.66999817,3,19.98999977,24.60%,14.72999954,59.97000122
Hockey,Hockey,Salinas,United States,Mary,8744,Consumer,CA,93905,USCA,8744,08-01-2016,39606,US Center,60.06000137,3,22,-10.30%,-6.789999962,66
Golf Balls,Golf Balls,Allentown,United States,Mary,442,Consumer,PA,18103,USCA,442,18-07-2016,38651,West of USA,40.91999817,3,14.98999977,-7.50%,-3.359999895,44.97000122
Women's Apparel,Women's Apparel,Oxnard,United States,Janice,5928,Consumer,CA,93033,USCA,5928,21-07-2016,38856,East of USA,135,3,50,38.70%,58.04999924,150
Cleats,Cleats,Wichita,United States,Julia,1511,Consumer,KS,67212,USCA,1511,05-05-2016,33596,East of USA,161.9700012,3,59.99000168,39.60%,71.26999664,179.9700012
NA,Accessories,Milford,United States,Mary,4765,Consumer,CT,6460,USCA,4765,08-08-2016,40141,East of USA,65.97000122,3,24.98999977,11.00%,8.25,74.97000122
Trade-In,Trade-In,San Diego,United States,Philip,11024,Consumer,CA,92117,USCA,11024,15-06-2016,36381,East of USA,57.38999939,3,21.98999977,13.10%,8.609999657,65.97000122
Cleats,Cleats,Wayne,United States,Mary,11177,Consumer,NJ,7470,USCA,11177,05-05-2016,33576,West of USA,156.5700073,3,59.99000168,-58.00%,-104.4300003,179.9700012
Cleats,Cleats,Washington,United States,Richard,3539,Consumer,DC,20011,USCA,3539,08-07-2016,40036,East of USA,152.9700012,3,59.99000168,28.70%,51.70999908,179.9700012
Cleats,Cleats,San Diego,United States,Philip,11024,Consumer,CA,92117,USCA,11024,15-06-2016,36381,East of USA,151.1699982,3,59.99000168,-21.00%,-37.79000092,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Miami,United States,Patricia,1374,Consumer,FL,33186,USCA,1374,06-09-2016,35966,US Center,125.9499969,3,49.97999954,24.40%,36.52999878,149.9400024
Women's Apparel,Women's Apparel,San Jose,United States,Mary,6319,Consumer,CA,95125,USCA,6319,06-03-2016,35576,East of USA,124.5,3,50,23.20%,34.86000061,150
Cardio Equipment,Cardio Equipment,Saint Paul,United States,Mary,4503,Consumer,MN,55106,USCA,4503,20-08-2016,40931,East of USA,248.9799957,3,99.98999786,17.40%,52.27999878,769
Shop By Sport,Shop By Sport,Albuquerque,United States,Mary,31,Consumer,NM,87111,USCA,31,22-08-2016,41081,East of USA,99.58000183,3,39.99000168,28.20%,33.86000061,119.9700012
Women's Apparel,Women's Apparel,Irving,United States,Mary,10641,Consumer,TX,75060,USCA,10641,28-04-2016,33116,US Center,124.5,3,50,24.10%,36.11000061,150
Indoor/Outdoor Games,Indoor/Outdoor Games,Dallas,United States,Andrew,9190,Consumer,TX,75231,USCA,9190,04-01-2016,31306,West of USA,124.4499969,3,49.97999954,21.60%,32.36000061,149.9400024
Women's Apparel,Women's Apparel,San Jose,United States,Mary,6319,Consumer,CA,95125,USCA,6319,28-05-2016,35146,South of  USA,120,3,50,7.00%,10.56000042,150
Cleats,Cleats,Chicago,United States,Ronald,2959,Consumer,IL,60608,USCA,2959,04-03-2016,31441,US Center,143.9799957,3,59.99000168,9.00%,16.27000046,179.9700012
Women's Apparel,Women's Apparel,Bronx,United States,Mary,3279,Consumer,NY,10468,USCA,3279,19-07-2016,38761,West of USA,120,3,50,10.40%,15.60000038,150
Indoor/Outdoor Games,Indoor/Outdoor Games,Baytown,United States,Benjamin,9908,Consumer,TX,77520,USCA,9908,20-04-2016,32581,US Center,112.4599991,3,49.97999954,-16.00%,-23.95000076,149.9400024
Cleats,Cleats,Mcallen,United States,Virginia,10310,Consumer,TX,78501,USCA,10310,13-08-2016,40431,South of  USA,178.1699982,3,59.99000168,25.70%,46.3199997,179.9700012
Shop By Sport,Shop By Sport,Norwalk,United States,Stephanie,11837,Consumer,CA,90650,USCA,11837,20-08-2016,40946,West of USA,118.7699966,3,39.99000168,-6.60%,-7.960000038,119.9700012
Cleats,Cleats,Martinsburg,United States,Mary,4763,Consumer,WV,25401,USCA,4763,27-06-2016,37256,West of USA,172.7700043,3,59.99000168,8.40%,15.19999981,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Orlando,United States,Lawrence,7692,Consumer,FL,32822,USCA,7692,27-05-2016,35131,East of USA,141.6900024,3,49.97999954,24.90%,37.27000046,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Albuquerque,United States,Barbara,5752,Consumer,NM,87120,USCA,5752,27-06-2016,37251,East of USA,139.4400024,3,49.97999954,-5.50%,-8.229999542,149.9400024
Cleats,Cleats,San Diego,United States,Dylan,6423,Consumer,CA,92104,USCA,6423,15-05-2016,34261,West of USA,167.3699951,3,59.99000168,37.20%,66.94999695,179.9700012
Golf Gloves,Golf Gloves,Garden Grove,United States,Mary,6047,Consumer,CA,92843,USCA,6047,21-04-2016,32666,West of USA,69.72000122,3,24.98999977,34.90%,26.14999962,74.97000122
Indoor/Outdoor Games,Indoor/Outdoor Games,Santa Ana,United States,Jane,5588,Consumer,CA,92707,USCA,5588,08-11-2016,40291,South of  USA,136.4499969,3,49.97999954,26.40%,39.5699997,149.9400024
Cleats,Cleats,Washington,United States,Joe,1795,Consumer,DC,20020,USCA,1795,05-12-2016,34056,South of  USA,163.7700043,3,59.99000168,-15.90%,-28.65999985,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Dallas,United States,Mary,7421,Consumer,TX,75211,USCA,7421,27-05-2016,35101,South of  USA,134.9499969,3,49.97999954,41.40%,62.08000183,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Tustin,United States,Bobby,10307,Consumer,CA,92780,USCA,10307,06-10-2016,36041,US Center,134.9499969,3,49.97999954,23.40%,35.09000015,149.9400024
Cardio Equipment,Cardio Equipment,Chicago,United States,Donna,12194,Consumer,IL,60621,USCA,12194,21-04-2016,32676,West of USA,263.9700012,3,99.98999786,-154.00%,-461.9500122,769
Women's Apparel,Women's Apparel,Tustin,United States,Bobby,10307,Consumer,CA,92780,USCA,10307,06-10-2016,36041,US Center,127.5,3,50,23.00%,34.43000031,150
Cleats,Cleats,Miami,United States,Virginia,11768,Consumer,FL,33176,USCA,11768,04-11-2016,31971,US Center,152.9700012,3,59.99000168,6.40%,11.47000027,179.9700012
Cleats,Cleats,Norwalk,United States,Stephanie,11837,Consumer,CA,90650,USCA,11837,20-08-2016,40946,West of USA,151.1699982,3,59.99000168,40.30%,72.55999756,179.9700012
Women's Apparel,Women's Apparel,West Covina,United States,Carl,4514,Consumer,CA,91790,USCA,4514,13-08-2016,40481,West of USA,126,3,50,-147.00%,-220.5,150
Women's Apparel,Women's Apparel,Brooklyn,United States,Mary,9200,Consumer,NY,11219,USCA,9200,28-05-2016,35176,US Center,124.5,3,50,41.50%,62.25,150
Cardio Equipment,Cardio Equipment,Brooklyn,United States,Mary,4476,Consumer,NY,11210,USCA,4476,16-05-2016,34336,West of USA,248.9799957,3,99.98999786,34.90%,104.5699997,769
Golf Apparel,Golf Apparel,Memphis,United States,Shawn,3226,Consumer,TN,38118,USCA,3226,16-08-2016,40671,West of USA,49.77999878,3,19.98999977,-9.40%,-5.619999886,59.97000122
Women's Apparel,Women's Apparel,Glendale,United States,Peter,8124,Consumer,AZ,85301,USCA,8124,27-07-2016,39301,East of USA,112.5,3,50,0.90%,1.350000024,150
Women's Apparel,Women's Apparel,Mount Prospect,United States,Joseph,10371,Consumer,IL,60056,USCA,10371,23-04-2016,32752,South of  USA,148.5,3,50,9.30%,13.96000004,150
Electronics,Electronics,Miami,United States,Samantha,329,Consumer,FL,33125,USCA,329,20-05-2016,34642,East of USA,91.16999817,3,31.98999977,4.80%,4.559999943,95.97000122
Cleats,Cleats,Ontario,United States,Mary,5440,Consumer,CA,91764,USCA,5440,13-04-2016,32072,US Center,170.9700012,3,59.99000168,33.20%,59.84000015,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Spring Valley,United States,Michael,4213,Consumer,CA,91977,USCA,4213,06-04-2016,35682,US Center,134.9499969,3,49.97999954,41.40%,62.08000183,149.9400024
Shop By Sport,Shop By Sport,Mission Viejo,United States,Hannah,10849,Consumer,CA,92691,USCA,10849,04-02-2016,31372,US Center,107.9700012,3,39.99000168,-4.50%,-5.400000095,119.9700012
Women's Apparel,Women's Apparel,Miami,United States,Samantha,329,Consumer,FL,33125,USCA,329,20-05-2016,34642,East of USA,132,3,50,28.20%,42.24000168,150
Lacrosse,Lacrosse,New Albany,United States,Debra,11239,Consumer,IN,47150,USCA,11239,06-06-2016,35817,US Center,62.22999954,3,24.98999977,-42.90%,-32.16999817,74.97000122
Indoor/Outdoor Games,Indoor/Outdoor Games,Hacienda Heights,United States,Mary,7600,Consumer,CA,91745,USCA,7600,24-05-2016,34912,US Center,122.9499969,3,49.97999954,4.90%,7.380000114,149.9400024
Women's Apparel,Women's Apparel,Los Angeles,United States,Nancy,1078,Consumer,CA,90044,USCA,1078,19-07-2016,38717,East of USA,150,3,50,7.00%,10.5,150
NA,Accessories,Oceanside,United States,Laura,2626,Consumer,CA,92056,USCA,2626,20-07-2016,38802,US Center,74.97000122,3,24.98999977,27.00%,20.23999977,74.97000122
Cardio Equipment,Cardio Equipment,Lawrenceville,United States,Mary,4995,Consumer,GA,30044,USCA,4995,30-07-2016,39497,US Center,90,3,30,35.00%,31.5,769
Cleats,Cleats,San Antonio,United States,Lauren,6058,Consumer,TX,78240,USCA,6058,20-04-2016,32567,US Center,179.9700012,3,59.99000168,-160.00%,-287.9500122,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Phoenix,United States,Mary,708,Consumer,AZ,85022,USCA,708,24-08-2016,41207,West of USA,148.4400024,3,49.97999954,48.50%,72.73999786,149.9400024
Shop By Sport,Shop By Sport,Salt Lake City,United States,Mary,6009,Consumer,UT,84119,USCA,6009,29-04-2016,33207,West of USA,118.7699966,3,39.99000168,22.30%,26.71999931,119.9700012
Women's Apparel,Women's Apparel,Chicago,United States,Kathleen,4183,Consumer,IL,60629,USCA,4183,08-05-2016,39887,East of USA,147,3,50,33.10%,49.68999863,150
Cleats,Cleats,Houston,United States,Mary,10405,Consumer,TX,77072,USCA,10405,29-04-2016,33177,East of USA,176.3699951,3,59.99000168,42.10%,75.83999634,179.9700012
Women's Apparel,Women's Apparel,Everett,United States,Jacqueline,7023,Consumer,WA,98208,USCA,7023,07-04-2016,37692,East of USA,147,3,50,34.30%,51.45000076,150
Cleats,Cleats,Spring Valley,United States,Mary,11567,Consumer,CA,91977,USCA,11567,13-04-2016,32107,West of USA,176.3699951,3,59.99000168,33.10%,59.61000061,179.9700012
Cleats,Cleats,Quincy,United States,Grace,11209,Consumer,IL,62301,USCA,11209,04-06-2016,31612,South of  USA,174.5700073,3,59.99000168,40.70%,73.3199997,179.9700012
Shop By Sport,Shop By Sport,Chicago,United States,Mary,7677,Consumer,IL,60634,USCA,7677,08-10-2016,40237,South of  USA,116.3700027,3,39.99000168,28.10%,33.75,119.9700012
Cardio Equipment,Cardio Equipment,Florissant,United States,Sandra,9553,Consumer,MO,63031,USCA,9553,22-06-2016,36862,US Center,290.9700012,3,99.98999786,35.20%,105.6200027,769
Shop By Sport,Shop By Sport,Augusta,United States,Diane,3026,Consumer,GA,30907,USCA,3026,18-07-2016,38697,West of USA,116.3700027,3,39.99000168,20.70%,24.79000092,119.9700012
Cleats,Cleats,Los Angeles,United States,Amy,4077,Consumer,CA,90001,USCA,4077,07-01-2016,37482,East of USA,170.9700012,3,59.99000168,30.90%,55.5699997,179.9700012
NA,Accessories,Rome,United States,Jerry,8636,Consumer,NY,13440,USCA,8636,23-05-2016,34837,South of  USA,71.22000122,3,24.98999977,24.70%,18.52000046,74.97000122
Cleats,Cleats,Marrero,United States,Alexander,4102,Consumer,LA,70072,USCA,4102,18-05-2016,34497,East of USA,167.3699951,3,59.99000168,24.20%,43.52000046,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Houston,United States,Peter,1498,Consumer,TX,77084,USCA,1498,06-05-2016,35732,US Center,139.4400024,3,49.97999954,26.00%,39.04000092,149.9400024
Shop By Sport,Shop By Sport,Orange Park,United States,Julie,11343,Consumer,FL,32073,USCA,11343,06-11-2016,36142,East of USA,109.1699982,3,39.99000168,26.40%,31.65999985,119.9700012
Women's Apparel,Women's Apparel,Cumberland,United States,Mary,397,Consumer,MD,21502,USCA,397,25-08-2016,41282,East of USA,136.5,3,50,43.70%,65.51999664,150
Cardio Equipment,Cardio Equipment,Corona,United States,Mary,5107,Consumer,CA,92879,USCA,5107,20-06-2016,36732,West of USA,272.9700012,3,99.98999786,6.80%,20.46999931,769
Lacrosse,Lacrosse,Staten Island,United States,Adam,1555,Consumer,NY,10314,USCA,1555,04-09-2016,31787,US Center,67.47000122,3,24.98999977,6.70%,5.059999943,74.97000122
Indoor/Outdoor Games,Indoor/Outdoor Games,Baltimore,United States,Jeffrey,3337,Consumer,MD,21218,USCA,3337,27-04-2016,33057,West of USA,134.9499969,3,49.97999954,6.70%,10.11999989,149.9400024
Cardio Equipment,Cardio Equipment,Salt Lake City,United States,Shirley,11358,Consumer,UT,84118,USCA,11358,07-12-2016,38292,West of USA,269.9700012,3,99.98999786,37.80%,113.3899994,769
Cleats,Cleats,Santa Ana,United States,Mary,2617,Consumer,CA,92704,USCA,2617,06-05-2016,35702,East of USA,158.3699951,3,59.99000168,24.60%,44.34000015,179.9700012
Cleats,Cleats,Ewa Beach,United States,David,9824,Consumer,HI,96706,USCA,9824,08-11-2016,40302,US Center,156.5700073,3,59.99000168,42.60%,76.72000122,179.9700012
Women's Apparel,Women's Apparel,Tinley Park,United States,Mary,11939,Consumer,IL,60477,USCA,11939,18-08-2016,40762,West of USA,130.5,3,50,-63.80%,-95.66000366,150
Indoor/Outdoor Games,Indoor/Outdoor Games,Bronx,United States,Maria,9584,Consumer,NY,10473,USCA,9584,06-09-2016,35992,US Center,127.4499969,3,49.97999954,30.90%,46.25999832,149.9400024
Cardio Equipment,Cardio Equipment,Indio,United States,Mary,768,Consumer,CA,92201,USCA,768,06-09-2016,36002,East of USA,251.9700012,3,99.98999786,29.40%,88.19000244,769
Cleats,Cleats,Fort Lauderdale,United States,Mary,10367,Consumer,FL,33324,USCA,10367,08-07-2016,40032,East of USA,151.1699982,3,59.99000168,-21.00%,-37.79000092,179.9700012
Women's Apparel,Women's Apparel,Cypress,United States,Mary,2387,Consumer,CA,90630,USCA,2387,24-07-2016,39102,South of  USA,126,3,50,26.90%,40.3199997,150
Shop By Sport,Shop By Sport,Staten Island,United States,Adam,1555,Consumer,NY,10314,USCA,1555,04-09-2016,31787,US Center,100.7699966,3,39.99000168,30.50%,36.58000183,119.9700012
Electronics,Electronics,Corona,United States,Mary,5107,Consumer,CA,92879,USCA,5107,20-06-2016,36732,West of USA,80.61000061,3,31.98999977,25.20%,24.18000031,95.97000122
Cardio Equipment,Cardio Equipment,Orlando,United States,Lawrence,7692,Consumer,FL,32822,USCA,7692,08-04-2016,39822,East of USA,248.9799957,3,99.98999786,27.00%,80.91999817,769
Cleats,Cleats,Cypress,United States,Mary,2387,Consumer,CA,90630,USCA,2387,24-07-2016,39102,South of  USA,149.3800049,3,59.99000168,13.50%,24.35000038,179.9700012
Women's Apparel,Women's Apparel,Memphis,United States,Mary,11512,Consumer,TN,38118,USCA,11512,07-05-2016,37777,South of  USA,124.5,3,50,-55.40%,-83.04000092,150
Girls' Apparel,Girls' Apparel,Brownsville,United States,Mary,4963,Consumer,TX,78521,USCA,4963,30-05-2016,35292,US Center,62.25,3,25,29.10%,21.79000092,75
Cleats,Cleats,Los Angeles,United States,Patricia,6815,Consumer,CA,90024,USCA,6815,22-04-2016,32732,East of USA,147.5800018,3,59.99000168,-44.30%,-79.69000244,179.9700012
Women's Apparel,Women's Apparel,Memphis,United States,Mary,11512,Consumer,TN,38118,USCA,11512,07-05-2016,37777,South of  USA,123,3,50,-65.60%,-98.40000153,150
Shop By Sport,Shop By Sport,Hempstead,United States,Mary,4341,Consumer,NY,11550,USCA,4341,07-10-2016,38107,East of USA,95.98000336,3,39.99000168,13.00%,15.64000034,119.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Sylmar,United States,Mary,840,Consumer,CA,91342,USCA,840,04-07-2016,31652,East of USA,112.4599991,3,49.97999954,36.70%,55.09999847,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Clovis,United States,Nancy,3407,Consumer,CA,93611,USCA,3407,05-10-2016,33927,US Center,112.4599991,3,49.97999954,12.50%,18.78000069,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Lawrenceville,United States,Mary,4995,Consumer,GA,30044,USCA,4995,30-07-2016,39497,US Center,112.4599991,3,49.97999954,7.50%,11.25,149.9400024
Women's Apparel,Women's Apparel,Goose Creek,United States,Christopher,2272,Consumer,SC,29445,USCA,2272,08-05-2016,39917,US Center,112.5,3,50,-60.00%,-90,150
Women's Apparel,Women's Apparel,Spring,United States,Ashley,91,Consumer,TX,77379,USCA,91,07-12-2016,38262,South of  USA,147,3,50,7.40%,11.02999973,150
Shop By Sport,Shop By Sport,Taylor,United States,Grace,6933,Consumer,MI,48180,USCA,6933,04-03-2016,31442,West of USA,113.3700027,3,39.99000168,18.90%,22.67000008,119.9700012
Cleats,Cleats,Watsonville,United States,Mary,8350,Consumer,CA,95076,USCA,8350,07-11-2016,38217,West of USA,161.9700012,3,59.99000168,42.30%,76.12999725,179.9700012
Electronics,Electronics,Union City,United States,Grace,2401,Consumer,CA,94587,USCA,2401,21-06-2016,36832,South of  USA,81.5699997,3,31.98999977,22.10%,21.20999908,95.97000122
Cardio Equipment,Cardio Equipment,Albuquerque,United States,Katherine,2710,Consumer,NM,87111,USCA,2710,04-06-2016,31602,US Center,251.9700012,3,99.98999786,30.50%,91.47000122,769
Indoor/Outdoor Games,Indoor/Outdoor Games,Hollister,United States,Mary,10539,Consumer,CA,95023,USCA,10539,04-06-2016,31597,East of USA,148.4400024,3,49.97999954,-66.00%,-99.01000214,149.9400024
Cardio Equipment,Cardio Equipment,El Cajon,United States,Joe,545,Consumer,CA,92021,USCA,545,21-06-2016,36812,East of USA,284.9700012,3,99.98999786,34.50%,103.4400024,769
Golf Gloves,Golf Gloves,Granada Hills,United States,Mary,5926,Consumer,CA,91344,USCA,5926,04-11-2016,31967,US Center,71.22000122,3,24.98999977,47.50%,35.61000061,74.97000122
Shop By Sport,Shop By Sport,West Haven,United States,Brian,2350,Consumer,CT,6516,USCA,2350,06-08-2016,35917,West of USA,111.5699997,3,39.99000168,44.60%,53.54999924,119.9700012
Women's Apparel,Women's Apparel,Long Beach,United States,Christopher,7748,Consumer,CA,90804,USCA,7748,01-10-2017,50717,Canada,136.5,5,50,-60.70%,-91.05000305,150
Women's Apparel,Women's Apparel,North Hills,United States,Angela,4106,Consumer,CA,91343,USCA,4106,04-07-2016,31682,South of  USA,136.5,3,50,38.20%,57.33000183,150
Cleats,Cleats,West Haven,United States,Brian,2350,Consumer,CT,6516,USCA,2350,06-08-2016,35917,West of USA,156.5700073,3,59.99000168,22.60%,40.70999908,179.9700012
Cleats,Cleats,Catonsville,United States,Jacob,1831,Consumer,MD,21228,USCA,1831,20-08-2016,40957,West of USA,156.5700073,3,59.99000168,-37.70%,-67.80000305,179.9700012
Women's Apparel,Women's Apparel,Hollister,United States,Mary,10539,Consumer,CA,95023,USCA,10539,04-06-2016,31597,East of USA,127.5,3,50,6.40%,9.56000042,150
Shop By Sport,Shop By Sport,Fullerton,United States,Cynthia,2110,Consumer,CA,92833,USCA,2110,04-01-2016,31297,South of  USA,101.9700012,3,39.99000168,34.00%,40.79000092,119.9700012
Women's Apparel,Women's Apparel,Aurora,United States,Amanda,3531,Consumer,CO,80012,USCA,3531,25-08-2016,41257,South of  USA,127.5,3,50,6.40%,9.56000042,150
Golf Gloves,Golf Gloves,Bridgeton,United States,Carol,1771,Consumer,NJ,8302,USCA,1771,05-01-2016,33357,West of USA,101.9700012,3,39.99000168,40.00%,47.93000031,119.9700012
Women's Apparel,Women's Apparel,San Diego,United States,Michael,6060,Consumer,CA,92129,USCA,6060,19-05-2016,34582,US Center,124.5,3,50,14.90%,22.40999985,150
Women's Apparel,Women's Apparel,San Diego,United States,Michael,6060,Consumer,CA,92129,USCA,6060,19-05-2016,34582,US Center,123,3,50,-16.40%,-24.60000038,150
Shop By Sport,Shop By Sport,Vallejo,United States,Brian,8814,Consumer,CA,94591,USCA,8814,06-09-2016,35982,East of USA,119.9700012,3,39.99000168,33.00%,39.59000015,119.9700012
Cleats,Cleats,Philadelphia,United States,Anna,2486,Consumer,PA,19148,USCA,2486,21-06-2016,36822,West of USA,179.9700012,3,59.99000168,35.00%,62.99000168,179.9700012
Cleats,Cleats,Los Angeles,United States,Mary,2948,Consumer,CA,90037,USCA,2948,26-05-2016,35017,South of  USA,178.1699982,3,59.99000168,26.70%,48.11000061,179.9700012
Cleats,Cleats,Dallas,United States,Jason,8933,Consumer,TX,75211,USCA,8933,16-05-2016,34322,East of USA,176.3699951,3,59.99000168,47.00%,84.66000366,179.9700012
Electronics,Electronics,Dallas,United States,Jason,8933,Consumer,TX,75211,USCA,8933,16-05-2016,34322,East of USA,132.2700043,3,44.99000168,28.40%,38.36000061,134.9700012
Cardio Equipment,Cardio Equipment,Walnut,United States,Lori,7688,Consumer,CA,91789,USCA,7688,24-04-2016,32867,West of USA,290.9700012,3,99.98999786,11.00%,32.88000107,769
Cardio Equipment,Cardio Equipment,Chula Vista,United States,Stephanie,3954,Consumer,CA,91910,USCA,3954,27-05-2016,35142,West of USA,290.9700012,3,99.98999786,46.60%,139.6699982,769
Cleats,Cleats,New York,United States,Ruth,3582,Consumer,NY,10027,USCA,3582,19-07-2016,38762,West of USA,174.5700073,3,59.99000168,34.90%,62.84999847,179.9700012
Women's Apparel,Women's Apparel,Detroit,United States,Mary,3977,Consumer,MI,48224,USCA,3977,13-04-2016,32112,US Center,144,3,50,47.00%,70.55999756,150
Cleats,Cleats,New York,United States,Mary,11211,Consumer,NY,10032,USCA,11211,04-06-2016,31582,West of USA,170.0700073,3,59.99000168,17.00%,30.61000061,179.9700012
Indoor/Outdoor Games,Indoor/Outdoor Games,Los Angeles,United States,Laura,1927,Consumer,CA,90043,USCA,1927,07-02-2016,37552,US Center,139.4400024,3,49.97999954,24.20%,36.25999832,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,New York,United States,Marie,8083,Consumer,NY,10025,USCA,8083,04-09-2016,31847,US Center,134.9499969,3,49.97999954,42.30%,63.41999817,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Brooklyn,United States,Donna,9567,Consumer,NY,11238,USCA,9567,16-07-2016,38502,West of USA,131.9499969,3,49.97999954,13.20%,19.79000092,149.9400024
Indoor/Outdoor Games,Indoor/Outdoor Games,Dallas,United States,Mary,10328,Consumer,TX,75243,USCA,10328,15-05-2016,34307,West of USA,131.9499969,3,49.97999954,22.90%,34.31000137,149.9400024
Shop By Sport,Shop By Sport,Billings,United States,Mary,11224,Consumer,MT,59102,USCA,11224,07-06-2016,37852,US Center,104.3700027,3,39.99000168,-17.40%,-20.87000084,119.9700012
Women's Apparel,Women's Apparel,Sugar Land,United States,Mary,6361,Consumer,TX,77479,USCA,6361,21-04-2016,32627,East of USA,126,3,50,41.20%,61.74000168,150
Women's Apparel,Women's Apparel,Chicago,United States,Matthew,7673,Consumer,IL,60643,USCA,7673,18-06-2016,36647,US Center,126,3,50,6.60%,9.829999924,150
Golf Balls,Golf Balls,Las Vegas,United States,Betty,99,Consumer,NV,89123,USCA,99,04-12-2016,32017,West of USA,50.36999893,3,19.98999977,9.30%,5.590000153,59.97000122
Indoor/Outdoor Games,Indoor/Outdoor Games,Las Vegas,United States,Betty,99,Consumer,NV,89123,USCA,99,04-12-2016,32017,West of USA,125.9499969,3,49.97999954,-35.00%,-52.52000046,149.9400024
Women's Apparel,Women's Apparel,Dallas,United States,Mary,10328,Consumer,TX,75243,USCA,10328,15-05-2016,34307,West of USA,126,3,50,26.90%,40.3199997,150
Cardio Equipment,Cardio Equipment,Sugar Land,United States,Mary,6361,Consumer,TX,77479,USCA,6361,21-04-2016,32627,East of USA,248.9799957,3,99.98999786,35.70%,107.0599976,769
Cardio Equipment,Cardio Equipment,Santa Ana,United States,Jason,5230,Consumer,CA,92704,USCA,5230,20-08-2016,40927,East of USA,245.9799957,3,99.98999786,28.70%,86.08999634,769
Fitness Accessories,Fitness Accessories,Antioch,United States,Mary,2325,Consumer,CA,94509,USCA,2325,14-05-2016,34227,West of USA,83.98000336,3,34.99000168,28.00%,29.38999939,104.9700012
Women's Apparel,Women's Apparel,Chula Vista,United States,Stephanie,3954,Consumer,CA,91910,USCA,3954,27-05-2016,35142,West of USA,112.5,3,50,36.80%,55.13000107,150
Cleats,Cleats,Miami,United States,Mary,1574,Consumer,FL,33126,USCA,1574,14-06-2016,36347,West of USA,134.9799957,3,59.99000168,28.10%,50.61999893,179.9700012
Women's Apparel,Women's Apparel,Bronx,United States,David,11787,Consumer,NY,10460,USCA,11787,19-08-2016,40852,East of USA,148.5,3,50,-65.30%,-98.01000214,150
Electronics,Electronics,Ogden,United States,Dennis,893,Consumer,UT,84404,USCA,893,17-07-2016,38632,East of USA,95.01000214,3,31.98999977,13.20%,12.64000034,95.97000122
Cleats,Cleats,Ypsilanti,United States,Mary,9663,Consumer,MI,48197,USCA,9663,18-08-2016,40807,East of USA,174.5700073,3,59.99000168,-1.30%,-2.269999981,179.9700012
Shop By Sport,Shop By Sport,Brooklyn,United States,Mary,11499,Consumer,NY,11209,USCA,11499,28-07-2016,39357,East of USA,87.30000305,3,30,-67.90%,-61.11000061,90
Women's Apparel,Women's Apparel,Winter Park,United States,Anna,2573,Consumer,FL,32792,USCA,2573,29-06-2016,37382,US Center,145.5,3,50,42.70%,64.01999664,150
